Disposition,OffenderStatus,Offender_Race,Offender_Gender,Offender_Age,PersonType,Victim_Race,Victim_Gender,Victim_Age,Victim_Fatal_Status,Report Type,Category
CLOSED,ARRESTED,BLACK,MALE,21,VICTIM,BLACK,FEMALE,19,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,40,VICTIM,BLACK,FEMALE,36,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,WHITE,MALE,63,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,61,VICTIM,WHITE,FEMALE,30,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,15,VICTIM,UNKNOWN,FEMALE,43,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,15,VICTIM,UNKNOWN,FEMALE,43,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,17,VICTIM,UNKNOWN,FEMALE,43,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,22,VICTIM,UNKNOWN,FEMALE,43,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,47,VICTIM,BLACK,MALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,47,VICTIM,BLACK,MALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,51,VICTIM,WHITE,FEMALE,44,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,51,VICTIM,WHITE,FEMALE,44,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,BLACK,FEMALE,42,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,FEMALE,39,VICTIM,WHITE,MALE,65,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,42,VICTIM,WHITE,MALE,51,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,MALE,35,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,MALE,35,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,MALE,35,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,MALE,1,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,MALE,1,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,WHITE,FEMALE,36,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,WHITE,FEMALE,36,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,28,VICTIM,WHITE,MALE,40,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,55,VICTIM,BLACK,FEMALE,40,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,FEMALE,54,VICTIM,BLACK,FEMALE,40,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,54,VICTIM,BLACK,FEMALE,40,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,42,VICTIM,BLACK,FEMALE,40,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,35,VICTIM,BLACK,FEMALE,36,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,35,VICTIM,BLACK,FEMALE,18,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,36,VICTIM,WHITE,MALE,71,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,28,VICTIM,BLACK,FEMALE,32,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,MALE,78,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,20,VICTIM,BLACK,MALE,78,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,38,VICTIM,WHITE,MALE,30,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,39,VICTIM,BLACK,MALE,44,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,53,VICTIM,BLACK,MALE,26,Non-fatal,Supplemental Report,Theft
OPEN,ARRESTED,BLACK,MALE,28,VICTIM,WHITE,MALE,34,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,64,VICTIM,WHITE,FEMALE,22,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,64,VICTIM,WHITE,FEMALE,22,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,33,VICTIM,BLACK,MALE,49,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,51,VICTIM,BLACK,MALE,49,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,MALE,53,VICTIM,BLACK,FEMALE,53,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,53,VICTIM,BLACK,FEMALE,53,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,56,VICTIM,WHITE,MALE,53,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,56,VICTIM,WHITE,MALE,45,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,FEMALE,35,VICTIM,WHITE,MALE,32,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,16,VICTIM,WHITE,FEMALE,72,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,16,VICTIM,WHITE,FEMALE,72,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,16,VICTIM,WHITE,FEMALE,53,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,16,VICTIM,WHITE,FEMALE,53,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,63,VICTIM,WHITE,FEMALE,52,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,39,VICTIM,WHITE,FEMALE,21,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,39,VICTIM,WHITE,FEMALE,22,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,BLACK,FEMALE,39,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,27,VICTIM,WHITE,MALE,68,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,BLACK,FEMALE,37,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,53,VICTIM,WHITE,MALE,51,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,20,VICTIM,BLACK,FEMALE,38,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,35,VICTIM,BLACK,FEMALE,33,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,68,VICTIM,WHITE,FEMALE,31,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,32,VICTIM,BLACK,FEMALE,44,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,32,VICTIM,BLACK,FEMALE,44,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,40,VICTIM,WHITE,FEMALE,39,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,46,VICTIM,WHITE,FEMALE,39,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,40,VICTIM,WHITE,FEMALE,44,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,40,VICTIM,WHITE,FEMALE,44,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,20,VICTIM,WHITE,MALE,71,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,30,VICTIM,BLACK,FEMALE,32,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,30,VICTIM,BLACK,FEMALE,32,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,30,VICTIM,BLACK,FEMALE,32,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,WHITE,MALE,47,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,WHITE,MALE,47,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,65,VICTIM,BLACK,MALE,42,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,20,VICTIM,BLACK,FEMALE,29,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,WHITE,MALE,50,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,WHITE,MALE,50,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,58,VICTIM,BLACK,MALE,54,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,40,VICTIM,BLACK,MALE,33,Non-fatal,Supplemental Report,Violence
OPEN,ARRESTED,BLACK,MALE,45,VICTIM,BLACK,FEMALE,20,Non-fatal,Supplemental Report,Violence
OPEN,ARRESTED,BLACK,MALE,45,VICTIM,BLACK,FEMALE,20,Non-fatal,Supplemental Report,Violence
OPEN,ARRESTED,BLACK,MALE,45,VICTIM,BLACK,FEMALE,21,Non-fatal,Supplemental Report,Violence
OPEN,ARRESTED,BLACK,MALE,45,VICTIM,BLACK,FEMALE,21,Non-fatal,Supplemental Report,Violence
OPEN,ARRESTED,BLACK,FEMALE,40,VICTIM,BLACK,MALE,30,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,FEMALE,33,VICTIM,BLACK,MALE,30,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,29,VICTIM,BLACK,MALE,31,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,65,VICTIM,BLACK,FEMALE,65,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,21,VICTIM,UNKNOWN,MALE,21,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,19,VICTIM,UNKNOWN,MALE,21,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,BLACK,MALE,36,Non-fatal,Incident Report,Miscellaneous
OPEN,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,27,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,WHITE,MALE,55,VICTIM,BLACK,MALE,33,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,44,VICTIM,WHITE,MALE,58,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,58,VICTIM,WHITE,FEMALE,44,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,32,VICTIM,BLACK,FEMALE,52,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,21,VICTIM,WHITE,MALE,33,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,21,VICTIM,WHITE,MALE,33,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,32,VICTIM,BLACK,FEMALE,0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,32,VICTIM,BLACK,MALE,41,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,32,VICTIM,BLACK,FEMALE,32,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,BLACK,FEMALE,31,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,BLACK,FEMALE,31,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,WHITE,FEMALE,38,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,WHITE,FEMALE,46,VICTIM,BLACK,MALE,48,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,FEMALE,26,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,FEMALE,26,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,FEMALE,26,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,FEMALE,26,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,68,VICTIM,BLACK,FEMALE,29,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,44,VICTIM,BLACK,MALE,23,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,55,VICTIM,BLACK,MALE,48,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,55,VICTIM,BLACK,MALE,48,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,WHITE,MALE,52,VICTIM,BLACK,MALE,57,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,52,VICTIM,BLACK,MALE,57,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,52,VICTIM,WHITE,MALE,44,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,31,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,31,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,31,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,31,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,31,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,55,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,6,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,1,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,41,VICTIM,WHITE,FEMALE,38,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,WHITE,FEMALE,34,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,WHITE,FEMALE,34,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,MALE,27,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,WHITE,MALE,38,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,34,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,34,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,31,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,31,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,31,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,WHITE,FEMALE,40,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,31,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,26,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,26,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,31,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,31,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,31,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,FEMALE,22,VICTIM,BLACK,MALE,26,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,68,VICTIM,BLACK,FEMALE,29,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,BLACK,FEMALE,33,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,26,VICTIM,WHITE,MALE,48,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,34,VICTIM,BLACK,MALE,34,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,33,VICTIM,WHITE,FEMALE,37,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,WHITE,MALE,39,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,WHITE,MALE,39,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,WHITE,MALE,39,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,WHITE,MALE,39,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,21,VICTIM,WHITE,MALE,39,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,21,VICTIM,WHITE,MALE,39,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,21,VICTIM,WHITE,MALE,39,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,BLACK,FEMALE,38,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,55,VICTIM,WHITE,FEMALE,38,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,55,VICTIM,WHITE,FEMALE,38,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,55,VICTIM,WHITE,FEMALE,29,Non-fatal,Supplemental Report,Theft
OPEN,ARRESTED,BLACK,FEMALE,48,VICTIM,BLACK,FEMALE,37,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,FEMALE,48,VICTIM,BLACK,FEMALE,37,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,23,VICTIM,WHITE,MALE,36,Non-fatal,Incident Report,Theft
OPEN,ARRESTED,BLACK,FEMALE,48,VICTIM,BLACK,MALE,19,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,FEMALE,48,VICTIM,BLACK,FEMALE,19,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,UNKNOWN,MALE,37,VICTIM,BLACK,FEMALE,37,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,58,VICTIM,BLACK,FEMALE,66,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,WHITE,MALE,69,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,21,VICTIM,BLACK,FEMALE,18,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,46,VICTIM,BLACK,MALE,40,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,46,VICTIM,BLACK,MALE,40,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,40,VICTIM,BLACK,FEMALE,38,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,40,VICTIM,BLACK,FEMALE,38,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,40,VICTIM,BLACK,FEMALE,38,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,BLACK,FEMALE,25,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,42,VICTIM,BLACK,FEMALE,42,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,30,VICTIM,UNKNOWN,MALE,20,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,UNKNOWN,MALE,20,VICTIM,BLACK,MALE,30,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,48,VICTIM,WHITE,FEMALE,49,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,48,VICTIM,WHITE,FEMALE,49,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,48,VICTIM,BLACK,MALE,30,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,FEMALE,29,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,FEMALE,29,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,54,VICTIM,WHITE,FEMALE,33,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,54,VICTIM,WHITE,FEMALE,33,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,33,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,46,VICTIM,BLACK,FEMALE,44,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,34,VICTIM,BLACK,MALE,30,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,25,VICTIM,BLACK,FEMALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,17,VICTIM,BLACK,MALE,47,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,42,VICTIM,WHITE,MALE,43,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,WHITE,MALE,57,VICTIM,BLACK,MALE,46,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,WHITE,MALE,57,VICTIM,BLACK,MALE,46,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,30,VICTIM,BLACK,MALE,20,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,30,VICTIM,BLACK,FEMALE,59,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,30,VICTIM,BLACK,FEMALE,59,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,FEMALE,30,VICTIM,WHITE,FEMALE,32,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,39,VICTIM,WHITE,MALE,39,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,48,VICTIM,WHITE,MALE,39,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,48,VICTIM,BLACK,FEMALE,37,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,23,VICTIM,WHITE,FEMALE,34,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,23,VICTIM,BLACK,MALE,29,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,39,VICTIM,WHITE,FEMALE,34,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,50,VICTIM,BLACK,FEMALE,50,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,50,VICTIM,BLACK,MALE,19,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,50,VICTIM,BLACK,FEMALE,46,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,50,VICTIM,BLACK,FEMALE,50,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,BLACK,MALE,34,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,BLACK,MALE,34,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,BLACK,MALE,20,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,FEMALE,41,VICTIM,WHITE,MALE,49,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,25,VICTIM,BLACK,FEMALE,25,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,25,VICTIM,BLACK,FEMALE,25,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,MALE,33,VICTIM,BLACK,MALE,36,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,BLACK,MALE,42,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,32,VICTIM,BLACK,FEMALE,30,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,37,VICTIM,WHITE,FEMALE,34,Non-fatal,Supplemental Report,Theft
OPEN,ARRESTED,BLACK,MALE,38,VICTIM,WHITE,FEMALE,47,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,44,VICTIM,BLACK,MALE,20,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,35,VICTIM,BLACK,FEMALE,31,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,35,VICTIM,BLACK,FEMALE,31,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,35,VICTIM,BLACK,MALE,26,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,48,VICTIM,BLACK,FEMALE,38,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,58,VICTIM,BLACK,MALE,57,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,42,VICTIM,BLACK,MALE,39,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,12,VICTIM,BLACK,MALE,36,Non-fatal,Incident Report,Theft
